"Question","Answer"
"How does I hope you're disemboweled relate to Okay, now I find a whole new onslaught of charges on my account that were made online...  They now had my card a lot longer than I thought they did (7 days)... they ordered MSN internet access for my fucking parents!!!!!!!!!!!!! thats so not funny...   If you have a problem with me, why the fuck are you harassing my parents?  If this is Tricia Pinkert, the state was right!!! You need to be committed... get back on your paxil... or even better Lithium and feel free to self medicate with Heroin.  Everything you've done is reversable.  No packages are going to my parents.  I've had all of them intercepted by the post office...  Whoever you are, you're a moron!!! oh, and I'm glad I'm leaving this fucking town... because this is too much.   And your band sucks!!!!!!!!!!! you suck!!!!!!!!!! you suck at guitar!!!!!!!!!! you always have!!!!!!!!!!! you sound like John Lennon on helium with a twist of Tom Waits... and you're female... die die die die!!!! 


okay... venting is over... for now..

Update (11:20 AM) I had this theory that if its Tricia the only way for her to get my card info was if she worked for the bank... well, my mom called all the wamus' in the area (only 6), and by golly, a motherfucking Tricia works at the one on State Street. 
 
Update to the update (11:45) Suzanne's gonna go check it out... even though she's never met this psychotic relic from the 11th grade, I've described vital stats to at least eliminate the possibility.

Update to the update's Update (16:59) So, I've still yet to find out if its her... but my grand total so far is now $180.00 overdraft charges  $442.00 online purchases.  The memories... Priceless?","Sorry, no answer found for I hope you're disemboweled."
"What are some interesting facts about I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
"Who are the experts on I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
"What are the benefits of learning about I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
"What are the challenges of learning about I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
"What is the history of I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
"What are the future trends of I hope you're disemboweled?","Sorry, no answer found for I hope you're disemboweled."
"What is the reformation?","Sorry, no answer found for the reformation."
"Can you explain the reformation?","Sorry, no answer found for the reformation."
"What are the key points of the reformation?","Sorry, no answer found for the reformation."
"How does the reformation relate to So, my week hasn't been quite what I desired, but its starting to get a tiny bit better.  I met with a ""Cyber Detective"" whose authority annihilates the hotmail privacy policy.  He's checking into a whole bunch of avenues, especially the bitter jilted high school foe.  The bank finally gave me part of the credit.. but that tiny bit put me back into the positive realm.  I can finally buy cigarettes and beer on my own.  
Suzanne left this morning.  She made me stay up till 4 am to ""spend as much time as possible"" before she leaves.  The goodbye sucked.  She gave me a hug and I didn't really hug back, and I guess it was obvious, as she declared, ""give me a real hug!"". . . . my reply, ""I cant or I'll cry""... and of course I did... and the chain reaction ensued... she started crying.  I fucking hate goodbyes.  I've been making a great deal of them in the last few years.  So many of my really close friends live very far away, and its never really easy to let go.  No matter how much I try to lie to myself, I know it changes the dynamic of our friendships.?","Sorry, no answer found for the reformation."
"What are some interesting facts about the reformation?","Sorry, no answer found for the reformation."
"Who are the experts on the reformation?","Sorry, no answer found for the reformation."
"What are the benefits of learning about the reformation?","Sorry, no answer found for the reformation."
"What are the challenges of learning about the reformation?","Sorry, no answer found for the reformation."
"What is the history of the reformation?","Sorry, no answer found for the reformation."
"What are the future trends of the reformation?","Sorry, no answer found for the reformation."
"What is Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"Can you explain Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"What are the key points of Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"How does Boxcar Willy & Emo Enya boy relate to My dad is sometimes called ""willy"" and he's a conductor for the Union Pacific.

This week somehow managed to sorta dissipate.  I wouldn't say its gotten necessarily better, its just ceased to completely suck.  Suzanne called me four times yesterday from the road.  It was sweet, but it perpetuates my denial that she moved.  I guess Keith is upset about her departure from our lives...  I think he and I should go get wasted in memory of Suzanne, but I'm not motivated enough to do anything.  I really ought to go out tonight, but Its just so weird without her now.  Also, if I go out tonight, I'm hanging out with a bunch of boys, not that I dont like boys, but its not the same.  Boys act stupid when their drunk, especially the ones I'm around.  Keith gets kinda pissy when he's drunk, Matt stays the same, just a little more talkative, and Aaron just becomes a fucking pervert, with his hands all over any girl sitting by him.  Either way, yea... it would be nice to see Mr. Ben, and I guess It'd be interesting to see Sean (boy who moved to L.A-emailed me saying he's in town for holidays), but it'd be just as fun to sit at home.  

I'm gonna call Maria tonight... thats right Britpopcoppola, Its all you!!!  
I had a dream that was old school LBC, and damn it... there was something... oh shit.. yea!!!! When Maria did her Regis impression... that was fucking in my dream.

Not terribly noteworthy but amusing... well to me.
The mailroom nazi, Luke, once described himself to me as ""emo"".  While choking back the inevitable hysterics, I pondered why he'd be so self-professing, when he's not even cool enough to be ""emo"".  I'm by no means saying that emo=cool.  I'm just saying that right now, the sound emminating from his packaged, postal regime is Enya.
Sail away sail away sail away....  NO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"What are some interesting facts about Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"Who are the experts on Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"What are the benefits of learning about Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"What are the challenges of learning about Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"What is the history of Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"What are the future trends of Boxcar Willy & Emo Enya boy?","Sorry, no answer found for Boxcar Willy & Emo Enya boy."
"What is brother, could you spare the time??","Sorry, no answer found for brother, could you spare the time?."
"Can you explain brother, could you spare the time??","Sorry, no answer found for brother, could you spare the time?."
"What are the key points of brother, could you spare the time??","Sorry, no answer found for brother, could you spare the time?."
"How does brother, could you spare the time? relate to As usual, Jeremy was late.  I dont know why I bother to show up to anything planned with him on time.  It was good catching up... being we haven't had a ""real"" conversation in weeks...months maybe.  He wants me to go with him, aaron and steph to see Lord of the Rings, but eh... I dunno.  I really need to pack, clean, sulk, whine, and call maria.  Hmm.. me thinks afterwards, I could be merry... nah... I need to mourne the loss of a place to crash, aka Suzanne.  Ohhh.. I made really cool xmas cards, so if anyone reads this and wants one... send me the address.  Those whose address's I've got in my possession shall recieve one.  Fuck, I'm sick of being at work... augh!!! one more week.  

Update to being ripped off.. the dumbass works for the government... and the IP address has been traced... now I await to find which server... than we narrow in on the computer... and then we kill!!!!!!!?","Sorry, no answer found for brother, could you spare the time?."
